"No.","Time","Source","Destination","Protocol","Length","Info"
"187","7.543124","172.16.238.10","172.16.238.2","TCP","64","56807  >  605 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"188","7.543155","172.16.238.10","172.16.238.2","TCP","64","56807  >  348 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"189","7.543186","172.16.238.10","172.16.238.2","TCP","64","56807  >  49 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"190","7.543229","172.16.238.10","172.16.238.2","TCP","64","56807  >  610 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"191","7.629932","172.16.238.10","172.16.238.2","TCP","64","56805  >  569 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"192","7.630011","172.16.238.10","172.16.238.2","TCP","64","56805  >  825 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"193","7.630046","172.16.238.10","172.16.238.2","TCP","64","56805  >  665 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"194","7.630078","172.16.238.10","172.16.238.2","TCP","64","56805  >  530 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"195","7.630109","172.16.238.10","172.16.238.2","TCP","64","56805  >  575 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"196","7.630929","172.16.238.10","172.16.238.2","TCP","64","56805  >  118 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"197","7.630969","172.16.238.10","172.16.238.2","TCP","64","56805  >  560 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"198","7.634160","172.16.238.10","172.16.238.2","TCP","64","56805  >  866 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"199","7.636790","172.16.238.10","172.16.238.2","TCP","64","56805  >  15 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"200","7.636832","172.16.238.10","172.16.238.2","TCP","64","56805  >  28 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"201","7.639133","172.16.238.10","172.16.238.2","TCP","64","56805  >  837 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"202","7.639177","172.16.238.10","172.16.238.2","TCP","64","56805  >  238 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"203","7.639210","172.16.238.10","172.16.238.2","TCP","64","56805  >  92 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"204","7.639241","172.16.238.10","172.16.238.2","TCP","64","56805  >  2 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"205","7.643427","172.16.238.10","172.16.238.2","TCP","64","56805  >  749 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"206","7.643485","172.16.238.10","172.16.238.2","TCP","64","56805  >  373 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"207","7.643519","172.16.238.10","172.16.238.2","TCP","64","56805  >  467 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"208","7.643551","172.16.238.10","172.16.238.2","TCP","64","56805  >  611 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"209","7.643589","172.16.238.10","172.16.238.2","TCP","64","56805  >  503 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"210","7.643622","172.16.238.10","172.16.238.2","TCP","64","56805  >  819 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"211","7.643660","172.16.238.10","172.16.238.2","TCP","64","56805  >  936 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"212","7.643698","172.16.238.10","172.16.238.2","TCP","64","56805  >  231 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"213","7.643729","172.16.238.10","172.16.238.2","TCP","64","56805  >  440 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"214","7.730572","172.16.238.10","172.16.238.2","TCP","64","56807  >  575 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"215","7.730646","172.16.238.10","172.16.238.2","TCP","64","56807  >  530 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"216","7.730679","172.16.238.10","172.16.238.2","TCP","64","56807  >  665 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"217","7.730711","172.16.238.10","172.16.238.2","TCP","64","56807  >  825 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"218","7.730742","172.16.238.10","172.16.238.2","TCP","64","56807  >  569 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"219","7.733154","172.16.238.10","172.16.238.2","TCP","64","56807  >  560 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"220","7.733197","172.16.238.10","172.16.238.2","TCP","64","56807  >  118 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"221","7.735695","172.16.238.10","172.16.238.2","TCP","64","56807  >  866 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"222","7.738435","172.16.238.10","172.16.238.2","TCP","64","56807  >  28 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"223","7.738484","172.16.238.10","172.16.238.2","TCP","64","56807  >  15 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"224","7.741894","172.16.238.10","172.16.238.2","TCP","64","56807  >  2 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"225","7.741943","172.16.238.10","172.16.238.2","TCP","64","56807  >  92 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"226","7.741975","172.16.238.10","172.16.238.2","TCP","64","56807  >  238 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"227","7.742006","172.16.238.10","172.16.238.2","TCP","64","56807  >  837 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"228","7.744474","172.16.238.10","172.16.238.2","TCP","64","56807  >  440 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"229","7.744522","172.16.238.10","172.16.238.2","TCP","64","56807  >  231 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"230","7.744561","172.16.238.10","172.16.238.2","TCP","64","56807  >  936 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"231","7.744593","172.16.238.10","172.16.238.2","TCP","64","56807  >  819 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"232","7.744623","172.16.238.10","172.16.238.2","TCP","64","56807  >  503 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"233","7.744652","172.16.238.10","172.16.238.2","TCP","64","56807  >  611 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"234","7.744682","172.16.238.10","172.16.238.2","TCP","64","56807  >  467 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"235","7.744711","172.16.238.10","172.16.238.2","TCP","64","56807  >  373 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"236","7.744741","172.16.238.10","172.16.238.2","TCP","64","56807  >  749 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"237","7.830882","172.16.238.10","172.16.238.2","TCP","64","56805  >  809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"238","7.831049","172.16.238.10","172.16.238.2","TCP","64","56805  >  937 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"239","7.831082","172.16.238.10","172.16.238.2","TCP","64","56805  >  967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"240","7.831116","172.16.238.10","172.16.238.2","TCP","64","56805  >  699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"241","7.831148","172.16.238.10","172.16.238.2","TCP","64","56805  >  929 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"242","7.834206","172.16.238.10","172.16.238.2","TCP","64","56805  >  73 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"243","7.834253","172.16.238.10","172.16.238.2","TCP","64","56805  >  91 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"244","7.837090","172.16.238.10","172.16.238.2","TCP","64","56805  >  284 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"245","7.839552","172.16.238.10","172.16.238.2","TCP","64","56805  >  983 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"246","7.839598","172.16.238.10","172.16.238.2","TCP","64","56805  >  235 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"247","7.842740","172.16.238.10","172.16.238.2","TCP","64","56805  >  246 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"248","7.842779","172.16.238.10","172.16.238.2","TCP","64","56805  >  357 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"249","7.842810","172.16.238.10","172.16.238.2","TCP","64","56805  >  472 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"250","7.842841","172.16.238.10","172.16.238.2","TCP","64","56805  >  719 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"251","7.845642","172.16.238.10","172.16.238.2","TCP","64","56805  >  602 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"252","7.845698","172.16.238.10","172.16.238.2","TCP","64","56805  >  847 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"253","7.845728","172.16.238.10","172.16.238.2","TCP","64","56805  >  350 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"254","7.845765","172.16.238.10","172.16.238.2","TCP","64","56805  >  633 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"255","7.845800","172.16.238.10","172.16.238.2","TCP","64","56805  >  275 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"256","7.845829","172.16.238.10","172.16.238.2","TCP","64","56805  >  509 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"257","7.845858","172.16.238.10","172.16.238.2","TCP","64","56805  >  562 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"258","7.845887","172.16.238.10","172.16.238.2","TCP","64","56805  >  325 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"259","7.846112","172.16.238.10","172.16.238.2","TCP","64","56805  >  779 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"260","7.931085","172.16.238.10","172.16.238.2","TCP","64","56807  >  809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"261","7.933787","172.16.238.10","172.16.238.2","TCP","64","56807  >  929 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"262","7.933838","172.16.238.10","172.16.238.2","TCP","64","56807  >  699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"263","7.933869","172.16.238.10","172.16.238.2","TCP","64","56807  >  967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"264","7.933899","172.16.238.10","172.16.238.2","TCP","64","56807  >  937 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"265","7.936253","172.16.238.10","172.16.238.2","TCP","64","56807  >  91 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"266","7.936291","172.16.238.10","172.16.238.2","TCP","64","56807  >  73 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"267","7.939517","172.16.238.10","172.16.238.2","TCP","64","56807  >  284 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"268","7.942239","172.16.238.10","172.16.238.2","TCP","64","56807  >  235 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"269","7.942279","172.16.238.10","172.16.238.2","TCP","64","56807  >  983 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"270","7.944996","172.16.238.10","172.16.238.2","TCP","64","56807  >  719 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"271","7.945039","172.16.238.10","172.16.238.2","TCP","64","56807  >  472 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"272","7.945070","172.16.238.10","172.16.238.2","TCP","64","56807  >  357 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"273","7.945100","172.16.238.10","172.16.238.2","TCP","64","56807  >  246 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"274","7.949735","172.16.238.10","172.16.238.2","TCP","64","56807  >  779 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"275","7.949775","172.16.238.10","172.16.238.2","TCP","64","56807  >  325 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"276","7.949805","172.16.238.10","172.16.238.2","TCP","64","56807  >  562 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"277","7.949835","172.16.238.10","172.16.238.2","TCP","64","56807  >  509 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"278","7.949871","172.16.238.10","172.16.238.2","TCP","64","56807  >  275 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"279","7.949901","172.16.238.10","172.16.238.2","TCP","64","56807  >  633 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"280","7.949930","172.16.238.10","172.16.238.2","TCP","64","56807  >  350 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"281","7.949959","172.16.238.10","172.16.238.2","TCP","64","56807  >  847 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"282","7.949987","172.16.238.10","172.16.238.2","TCP","64","56807  >  602 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"283","8.031350","172.16.238.10","172.16.238.2","TCP","64","56805  >  989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"284","8.034557","172.16.238.10","172.16.238.2","TCP","64","56805  >  225 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"285","8.034672","172.16.238.10","172.16.238.2","TCP","64","56805  >  290 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"286","8.034743","172.16.238.10","172.16.238.2","TCP","64","56805  >  316 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"287","8.034776","172.16.238.10","172.16.238.2","TCP","64","56805  >  107 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"288","8.039199","172.16.238.10","172.16.238.2","TCP","64","56805  >  715 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"289","8.039246","172.16.238.10","172.16.238.2","TCP","64","56805  >  574 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"290","8.042419","172.16.238.10","172.16.238.2","TCP","64","56805  >  64 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"291","8.042460","172.16.238.10","172.16.238.2","TCP","64","56805  >  730 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"292","8.042492","172.16.238.10","172.16.238.2","TCP","64","56805  >  655 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"293","8.045784","172.16.238.10","172.16.238.2","TCP","64","56805  >  481 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"294","8.045842","172.16.238.10","172.16.238.2","TCP","64","56805  >  251 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"295","8.045873","172.16.238.10","172.16.238.2","TCP","64","56805  >  314 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"296","8.045902","172.16.238.10","172.16.238.2","TCP","64","56805  >  787 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"297","8.051158","172.16.238.10","172.16.238.2","TCP","64","56805  >  940 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"298","8.051200","172.16.238.10","172.16.238.2","TCP","64","56805  >  697 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"299","8.051231","172.16.238.10","172.16.238.2","TCP","64","56805  >  850 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"300","8.051260","172.16.238.10","172.16.238.2","TCP","64","56805  >  820 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"301","8.051288","172.16.238.10","172.16.238.2","TCP","64","56805  >  193 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"302","8.051323","172.16.238.10","172.16.238.2","TCP","64","56805  >  333 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"303","8.051352","172.16.238.10","172.16.238.2","TCP","64","56805  >  542 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"304","8.051381","172.16.238.10","172.16.238.2","TCP","64","56805  >  555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"305","8.051410","172.16.238.10","172.16.238.2","TCP","64","56805  >  960 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"306","8.132347","172.16.238.10","172.16.238.2","TCP","64","56807  >  989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"307","8.134789","172.16.238.10","172.16.238.2","TCP","64","56807  >  316 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"308","8.134832","172.16.238.10","172.16.238.2","TCP","64","56807  >  290 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"309","8.134863","172.16.238.10","172.16.238.2","TCP","64","56807  >  225 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"310","8.139727","172.16.238.10","172.16.238.2","TCP","64","56807  >  574 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"311","8.139790","172.16.238.10","172.16.238.2","TCP","64","56807  >  715 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"312","8.139822","172.16.238.10","172.16.238.2","TCP","64","56807  >  107 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"313","8.143054","172.16.238.10","172.16.238.2","TCP","64","56807  >  655 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"314","8.143097","172.16.238.10","172.16.238.2","TCP","64","56807  >  730 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"315","8.143128","172.16.238.10","172.16.238.2","TCP","64","56807  >  64 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"316","8.146093","172.16.238.10","172.16.238.2","TCP","64","56807  >  787 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"317","8.146140","172.16.238.10","172.16.238.2","TCP","64","56807  >  314 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"318","8.146179","172.16.238.10","172.16.238.2","TCP","64","56807  >  251 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"319","8.146210","172.16.238.10","172.16.238.2","TCP","64","56807  >  481 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"320","8.151329","172.16.238.10","172.16.238.2","TCP","64","56807  >  193 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"321","8.151371","172.16.238.10","172.16.238.2","TCP","64","56807  >  820 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"322","8.151402","172.16.238.10","172.16.238.2","TCP","64","56807  >  850 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"323","8.151432","172.16.238.10","172.16.238.2","TCP","64","56807  >  697 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"324","8.151461","172.16.238.10","172.16.238.2","TCP","64","56807  >  940 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"325","8.155776","172.16.238.10","172.16.238.2","TCP","64","56807  >  960 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"326","8.155950","172.16.238.10","172.16.238.2","TCP","64","56807  >  555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"327","8.155983","172.16.238.10","172.16.238.2","TCP","64","56807  >  542 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"328","8.156013","172.16.238.10","172.16.238.2","TCP","64","56807  >  333 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"329","8.232936","172.16.238.10","172.16.238.2","TCP","64","56805  >  252 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"330","8.235392","172.16.238.10","172.16.238.2","TCP","64","56805  >  471 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"331","8.235448","172.16.238.10","172.16.238.2","TCP","64","56805  >  432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"332","8.235481","172.16.238.10","172.16.238.2","TCP","64","56805  >  253 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"333","8.240253","172.16.238.10","172.16.238.2","TCP","64","56805  >  455 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"334","8.240324","172.16.238.10","172.16.238.2","TCP","64","56805  >  248 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"335","8.240357","172.16.238.10","172.16.238.2","TCP","64","56805  >  170 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"336","8.244998","172.16.238.10","172.16.238.2","TCP","64","56805  >  70 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"337","8.245073","172.16.238.10","172.16.238.2","TCP","64","56805  >  872 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"338","8.245111","172.16.238.10","172.16.238.2","TCP","64","56805  >  998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"339","8.247919","172.16.238.10","172.16.238.2","TCP","64","56805  >  344 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"340","8.247970","172.16.238.10","172.16.238.2","TCP","64","56805  >  20 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"341","8.248003","172.16.238.10","172.16.238.2","TCP","64","56805  >  648 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"342","8.248042","172.16.238.10","172.16.238.2","TCP","64","56805  >  136 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"343","8.251994","172.16.238.10","172.16.238.2","TCP","64","56805  >  724 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"344","8.252045","172.16.238.10","172.16.238.2","TCP","64","56805  >  39 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"345","8.252078","172.16.238.10","172.16.238.2","TCP","64","56805  >  265 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"346","8.252109","172.16.238.10","172.16.238.2","TCP","64","56805  >  457 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"347","8.252140","172.16.238.10","172.16.238.2","TCP","64","56805  >  552 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"348","8.256110","172.16.238.10","172.16.238.2","TCP","64","56805  >  24 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"349","8.256170","172.16.238.10","172.16.238.2","TCP","64","56805  >  271 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"350","8.256211","172.16.238.10","172.16.238.2","TCP","64","56805  >  99 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"351","8.256243","172.16.238.10","172.16.238.2","TCP","64","56805  >  125 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"352","8.336771","172.16.238.10","172.16.238.2","TCP","64","56810  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"353","8.336895","172.16.238.2","172.16.238.10","TCP","64","80  >  56810 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"354","8.336914","172.16.238.10","172.16.238.2","TCP","60","56810  >  80 [RST] Seq=1 Win=0 Len=0"
"355","8.336959","172.16.238.10","172.16.238.2","TCP","64","56807  >  253 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"356","8.336997","172.16.238.10","172.16.238.2","TCP","64","56807  >  432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"357","8.337029","172.16.238.10","172.16.238.2","TCP","64","56807  >  471 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"358","8.339808","172.16.238.10","172.16.238.2","TCP","64","56807  >  252 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"359","8.339878","172.16.238.10","172.16.238.2","TCP","64","56805  >  798 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"360","8.339912","172.16.238.10","172.16.238.2","TCP","64","56805  >  686 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"361","8.339943","172.16.238.10","172.16.238.2","TCP","64","56805  >  963 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"362","8.339974","172.16.238.10","172.16.238.2","TCP","64","56805  >  678 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"363","8.340004","172.16.238.10","172.16.238.2","TCP","64","56805  >  717 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"364","8.340035","172.16.238.10","172.16.238.2","TCP","64","56805  >  122 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"365","8.340066","172.16.238.10","172.16.238.2","TCP","64","56805  >  188 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"366","8.340096","172.16.238.10","172.16.238.2","TCP","64","56805  >  226 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"367","8.340133","172.16.238.10","172.16.238.2","TCP","64","56805  >  892 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"368","8.340165","172.16.238.10","172.16.238.2","TCP","64","56805  >  974 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"369","8.340196","172.16.238.10","172.16.238.2","TCP","64","56805  >  857 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"370","8.340226","172.16.238.10","172.16.238.2","TCP","64","56805  >  395 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"371","8.340257","172.16.238.10","172.16.238.2","TCP","64","56805  >  958 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"372","8.340288","172.16.238.10","172.16.238.2","TCP","64","56805  >  598 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"373","8.340318","172.16.238.10","172.16.238.2","TCP","64","56805  >  213 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"374","8.340349","172.16.238.10","172.16.238.2","TCP","64","56805  >  391 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"375","8.340385","172.16.238.10","172.16.238.2","TCP","64","56805  >  790 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"376","8.340416","172.16.238.10","172.16.238.2","TCP","64","56805  >  842 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"377","8.340446","172.16.238.10","172.16.238.2","TCP","64","56805  >  56 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"378","8.340477","172.16.238.10","172.16.238.2","TCP","64","56805  >  589 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"379","8.343963","172.16.238.10","172.16.238.2","TCP","64","56805  >  168 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"380","8.344007","172.16.238.10","172.16.238.2","TCP","64","56805  >  590 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"381","8.344040","172.16.238.10","172.16.238.2","TCP","64","56805  >  738 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"382","8.344071","172.16.238.10","172.16.238.2","TCP","64","56805  >  249 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"383","8.344110","172.16.238.10","172.16.238.2","TCP","64","56805  >  852 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"384","8.344141","172.16.238.10","172.16.238.2","TCP","64","56805  >  965 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
